{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
92          3383.5184      0.5119          0.9819      0.9494              0.9453          0.9474
93          3419.0250      0.5025          0.9824      0.9511              0.9462          0.9487
94          3455.2335      0.5201          0.9822      0.9464              0.9505          0.9485
95          3490.8934      0.4341          0.9815      0.9446              0.9479          0.9463
96          3526.6599      0.5147          0.9822      0.9495              0.9470          0.9483
97          3562.1615      0.4295          0.9816      0.9462              0.9470          0.9466
98          3598.9166      0.5021          0.9819      0.9487              0.9462          0.9474
99          3633.8742      0.3867          0.9815      0.9470              0.9453          0.9461
100          3670.0169      0.3520          0.9816      0.9486              0.9444          0.9465
101          3707.3318      0.3555          0.9819      0.9510              0.9436          0.9473
102          3743.5036      0.4019          0.9822      0.9464              0.9505          0.9485
103          3779.8263      0.3782          0.9819      0.9487              0.9462          0.9474
104          3815.8343      0.3832          0.9815      0.9454              0.9470          0.9462
105          3851.8755      0.3530          0.9821      0.9471              0.9488          0.9480
106          3888.0069      0.3276          0.9822      0.9487              0.9479          0.9483
107          3923.5759      0.3494          0.9818      0.9478              0.9462          0.9470
108          3959.1975      0.3764          0.9824      0.9503              0.9470          0.9487
109          3993.4776      0.3771          0.9815      0.9462              0.9462          0.9462
110          4029.3587      0.3647          0.9812      0.9461              0.9444          0.9453
111          4064.7154      0.2852          0.9813      0.9477              0.9436          0.9456
112          4100.1065      0.2879          0.9816      0.9470              0.9462          0.9466
113          4134.4868      0.3582          0.9818      0.9463              0.9479          0.9471
114          4170.3671      0.3539          0.9822      0.9472              0.9497          0.9484
115          4206.1109      0.3441          0.9827      0.9512              0.9479          0.9496
116          4241.5361      0.3224          0.9816      0.9470              0.9462          0.9466
117          4277.3112      0.3461          0.9807      0.9421              0.9462          0.9441
118          4313.1106      0.3899          0.9813      0.9469              0.9444          0.9457
119          4350.7645      0.3761          0.9813      0.9446              0.9470          0.9458
120          4385.1622      0.2738          0.9816      0.9470              0.9462          0.9466
121          4420.0289      0.2561          0.9821      0.9487              0.9470          0.9479
122          4454.7472      0.2593          0.9822      0.9487              0.9479          0.9483
123          4490.3016      0.2402          0.9825      0.9504              0.9479          0.9492
124          4526.0897      0.2681          0.9828      0.9520              0.9479          0.9500
125          4561.3227      0.2602          0.9824      0.9503              0.9470          0.9487
126          4595.9300      0.2478          0.9821      0.9471              0.9488          0.9480
127          4631.6926      0.2407          0.9816      0.9478              0.9453          0.9465
128          4667.4424      0.3204          0.9813      0.9469              0.9444          0.9457
129          4702.7964      0.2560          0.9815      0.9439              0.9488          0.9463
130          4738.6050      0.2754          0.9819      0.9487              0.9462          0.9474
131          4774.4679      0.2748          0.9818      0.9470              0.9470          0.9470
132          4809.8729      0.2790          0.9819      0.9494              0.9453          0.9474
133          4845.1815      0.2957          0.9822      0.9487              0.9479          0.9483
134          4880.1438      0.2403          0.9812      0.9453              0.9453          0.9453
135          4915.2814      0.2680          0.9827      0.9504              0.9488          0.9496
136          4948.3444      0.2189          0.9825      0.9512              0.9470          0.9491
137          4980.0734      0.3001          0.9822      0.9503              0.9462          0.9482
138          5015.7518      0.2660          0.9815      0.9454              0.9470          0.9462
139          5051.9726      0.2198          0.9827      0.9504              0.9488          0.9496
140          5087.6276      0.2032          0.9821      0.9464              0.9497          0.9480
141          5123.5531      0.2012          0.9821      0.9487              0.9470          0.9479
142          5159.1274      0.2036          0.9819      0.9471              0.9479          0.9475
143          5195.1366      0.1930          0.9828      0.9520              0.9479          0.9500
144          5230.7137      0.1700          0.9822      0.9480              0.9488          0.9484
145          5266.3784      0.1892          0.9830      0.9521              0.9488          0.9504
146          5302.1289      0.1727          0.9825      0.9496              0.9488          0.9492
147          5338.4752      0.2029          0.9822      0.9503              0.9462          0.9482
148          5373.9240      0.1870          0.9821      0.9479              0.9479          0.9479
149          5409.3396      0.1901          0.9824      0.9503              0.9470          0.9487
150          5445.9995      0.1793          0.9819      0.9494              0.9453          0.9474
151          5481.5510      0.2083          0.9828      0.9520              0.9479          0.9500
152          5516.2351      0.2045          0.9824      0.9503              0.9470          0.9487
153          5551.4494      0.2033          0.9824      0.9480              0.9497          0.9488
154          5585.5471      0.1852          0.9824      0.9488              0.9488          0.9488
155          5621.0375      0.1924          0.9824      0.9496              0.9479          0.9487
156          5656.0721      0.1976          0.9827      0.9504              0.9488          0.9496
157          5691.1738      0.1913          0.9818      0.9470              0.9470          0.9470
158          5726.7972      0.2028          0.9819      0.9487              0.9462          0.9474
159          5763.1777      0.1649          0.9822      0.9487              0.9479          0.9483
160          5798.3581      0.1770          0.9824      0.9488              0.9488          0.9488
161          5833.8792      0.1563          0.9822      0.9495              0.9470          0.9483
162          5868.1092      0.1392          0.9815      0.9470              0.9453          0.9461
163          5903.7523      0.1663          0.9818      0.9494              0.9444          0.9469
164          5939.1046      0.1529          0.9822      0.9503              0.9462          0.9482
165          5974.1310      0.1650          0.9822      0.9519              0.9444          0.9481
166          6010.3905      0.1672          0.9816      0.9493              0.9436          0.9465
167          6045.6757      0.1459          0.9824      0.9511              0.9462          0.9487
168          6081.2049      0.1720          0.9821      0.9487              0.9470          0.9479
169          6116.1571      0.1619          0.9824      0.9535              0.9436          0.9485
170          6152.0919      0.1668          0.9825      0.9520              0.9462          0.9491
171          6187.8552      0.1701          0.9825      0.9528              0.9453          0.9490
172          6224.1246      0.1511          0.9828      0.9528              0.9470          0.9499
173          6260.6382      0.1461          0.9819      0.9479              0.9470          0.9475
174          6296.2403      0.1488          0.9819      0.9479              0.9470          0.9475
175          6331.5301      0.1561          0.9813      0.9454              0.9462          0.9458
176          6366.7949      0.1573          0.9819      0.9487              0.9462          0.9474
177          6402.0054      0.1334          0.9818      0.9463              0.9479          0.9471
178          6437.5768      0.1409          0.9819      0.9479              0.9470          0.9475
179          6472.9277      0.1368          0.9822      0.9487              0.9479          0.9483
180          6508.1701      0.1259          0.9824      0.9503              0.9470          0.9487
181          6542.4715      0.1528          0.9821      0.9479              0.9479          0.9479
182          6578.3629      0.1182          0.9819      0.9479              0.9470          0.9475
183          6614.2450      0.1251          0.9824      0.9503              0.9470          0.9487
184          6649.8604      0.1151          0.9827      0.9528              0.9462          0.9495
185          6685.2491      0.1365          0.9824      0.9519              0.9453          0.9486
186          6721.0103      0.1315          0.9822      0.9495              0.9470          0.9483
187          6757.0264      0.1113          0.9824      0.9527              0.9444          0.9486
188          6791.7904      0.1351          0.9822      0.9487              0.9479          0.9483
189          6827.4611      0.1403          0.9824      0.9519              0.9453          0.9486
190          6864.0254      0.1313          0.9831      0.9521              0.9497          0.9509
191          6899.4172      0.1100          0.9828      0.9513              0.9488          0.9500
192          6934.8975      0.1241          0.9830      0.9513              0.9497          0.9505
193          6970.6823      0.1053          0.9824      0.9496              0.9479          0.9487
194          7005.9651      0.1187          0.9831      0.9537              0.9479          0.9508
195          7042.1151      0.1325          0.9825      0.9504              0.9479          0.9492
196          7077.5560      0.1374          0.9824      0.9519              0.9453          0.9486
197          7113.1897      0.1193          0.9819      0.9487              0.9462          0.9474
198          7147.9527      0.1110          0.9821      0.9487              0.9470          0.9479
199          7183.7759      0.1168          0.9819      0.9494              0.9453          0.9474
 Accuracy: 0.9814±0.0021
 Precision: 0.9461±0.0072
 Recall: 0.9461±0.0060
 F1: 0.9461±0.0060
