{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
118          2879.2989      0.3191          0.9792      0.9420              0.9362          0.9391
119          2902.8695      0.3126          0.9791      0.9381              0.9397          0.9389
120          2926.4652      0.3270          0.9791      0.9373              0.9406          0.9390
121          2950.0232      0.2491          0.9789      0.9335              0.9441          0.9388
122          2973.9192      0.2715          0.9795      0.9390              0.9415          0.9403
123          2997.9314      0.2513          0.9788      0.9365              0.9397          0.9381
124          3021.7896      0.2800          0.9798      0.9391              0.9432          0.9412
125          3045.4737      0.2607          0.9800      0.9415              0.9415          0.9415
126          3070.0013      0.2589          0.9792      0.9382              0.9406          0.9394
127          3094.3960      0.2887          0.9804      0.9424              0.9432          0.9428
128          3119.0268      0.2670          0.9797      0.9376              0.9441          0.9408
129          3143.9099      0.2832          0.9798      0.9399              0.9424          0.9411
130          3168.3546      0.2805          0.9797      0.9429              0.9380          0.9405
131          3193.1057      0.2615          0.9791      0.9366              0.9415          0.9390
132          3217.8158      0.2646          0.9797      0.9383              0.9432          0.9408
133          3241.5991      0.2620          0.9797      0.9422              0.9389          0.9405
134          3266.3712      0.2762          0.9797      0.9437              0.9371          0.9404
135          3290.9599      0.2755          0.9780      0.9377              0.9336          0.9357
136          3315.1900      0.2078          0.9791      0.9381              0.9397          0.9389
137          3339.6764      0.2182          0.9801      0.9423              0.9415          0.9419
138          3363.9983      0.2318          0.9792      0.9420              0.9362          0.9391
139          3387.7991      0.2286          0.9788      0.9372              0.9389          0.9380
140          3411.8227      0.2237          0.9791      0.9396              0.9380          0.9388
141          3436.2909      0.1644          0.9788      0.9380              0.9380          0.9380
142          3460.7388      0.1980          0.9800      0.9423              0.9406          0.9414
143          3485.6110      0.1773          0.9798      0.9407              0.9415          0.9411
144          3510.3498      0.1849          0.9795      0.9375              0.9432          0.9404
145          3535.4442      0.1704          0.9798      0.9399              0.9424          0.9411
146          3559.8321      0.1839          0.9795      0.9398              0.9406          0.9402
147          3584.2268      0.1884          0.9798      0.9438              0.9380          0.9409
148          3608.5204      0.2046          0.9792      0.9382              0.9406          0.9394
149          3632.8887      0.1825          0.9794      0.9382              0.9415          0.9398
150          3657.6039      0.1967          0.9786      0.9357              0.9397          0.9377
151          3681.8335      0.2043          0.9795      0.9390              0.9415          0.9403
152          3705.9670      0.1915          0.9797      0.9383              0.9432          0.9408
153          3731.4242      0.1750          0.9795      0.9375              0.9432          0.9404
154          3756.0651      0.1986          0.9794      0.9374              0.9424          0.9399
155          3779.0072      0.1667          0.9789      0.9343              0.9432          0.9387
156          3802.5656      0.1962          0.9800      0.9423              0.9406          0.9414
157          3827.5114      0.1804          0.9798      0.9430              0.9389          0.9409
158          3850.9838      0.1787          0.9791      0.9396              0.9380          0.9388
159          3875.1500      0.1976          0.9797      0.9376              0.9441          0.9408
160          3899.5105      0.1426          0.9798      0.9399              0.9424          0.9411
161          3924.2084      0.1405          0.9798      0.9407              0.9415          0.9411
162          3949.0415      0.1720          0.9798      0.9407              0.9415          0.9411
163          3973.9084      0.1361          0.9798      0.9399              0.9424          0.9411
164          3997.9819      0.1543          0.9798      0.9430              0.9389          0.9409
165          4022.3083      0.1512          0.9797      0.9406              0.9406          0.9406
166          4047.2108      0.1326          0.9795      0.9398              0.9406          0.9402
167          4072.4385      0.1599          0.9801      0.9415              0.9424          0.9419
168          4096.7787      0.1248          0.9800      0.9407              0.9424          0.9415
169          4121.6090      0.1570          0.9798      0.9407              0.9415          0.9411
170          4146.2867      0.1452          0.9794      0.9382              0.9415          0.9398
171          4171.0372      0.1282          0.9803      0.9439              0.9406          0.9423
172          4195.8624      0.1371          0.9804      0.9440              0.9415          0.9427
173          4220.5882      0.1363          0.9795      0.9390              0.9415          0.9403
174          4245.4426      0.1300          0.9794      0.9405              0.9389          0.9397
175          4269.9065      0.1221          0.9803      0.9424              0.9424          0.9424
176          4294.4123      0.1298          0.9792      0.9405              0.9380          0.9392
177          4319.2378      0.1620          0.9804      0.9432              0.9424          0.9428
178          4344.2358      0.1378          0.9798      0.9430              0.9389          0.9409
179          4368.4906      0.1540          0.9792      0.9389              0.9397          0.9393
180          4392.2602      0.1305          0.9800      0.9407              0.9424          0.9415
181          4416.3778      0.1280          0.9797      0.9429              0.9380          0.9405
182          4440.7025      0.1245          0.9804      0.9455              0.9397          0.9426
183          4464.5196      0.1183          0.9800      0.9430              0.9397          0.9414
184          4488.2419      0.1258          0.9797      0.9422              0.9389          0.9405
185          4512.7080      0.1152          0.9798      0.9414              0.9406          0.9410
186          4536.6648      0.1152          0.9794      0.9405              0.9389          0.9397
187          4560.4689      0.1169          0.9798      0.9430              0.9389          0.9409
188          4584.0065      0.1160          0.9794      0.9405              0.9389          0.9397
189          4607.8918      0.1207          0.9803      0.9416              0.9432          0.9424
190          4631.6532      0.1116          0.9797      0.9414              0.9397          0.9406
191          4655.8792      0.1198          0.9798      0.9414              0.9406          0.9410
192          4679.4327      0.1163          0.9803      0.9447              0.9397          0.9422
193          4703.9249      0.1030          0.9797      0.9414              0.9397          0.9406
194          4728.4691      0.1309          0.9794      0.9405              0.9389          0.9397
195          4755.4221      0.1289          0.9803      0.9431              0.9415          0.9423
196          4780.7304      0.1227          0.9812      0.9473              0.9424          0.9448
197          4804.6085      0.1535          0.9804      0.9447              0.9406          0.9427
198          4828.3712      0.1268          0.9813      0.9482              0.9424          0.9452
199          4852.2773      0.1167          0.9809      0.9472              0.9406          0.9439
 Accuracy: 0.9784±0.0026
 Precision: 0.9348±0.0089
 Recall: 0.9397±0.0078
 F1: 0.9372±0.0076
