{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
76          2520.4729      0.8138          0.9853      0.9463              0.9576          0.9519
77          2555.0349      0.8739          0.9852      0.9454              0.9576          0.9514
78          2588.5349      0.6598          0.9856      0.9464              0.9595          0.9529
79          2621.3836      0.6003          0.9852      0.9428              0.9605          0.9516
80          2654.5274      0.4542          0.9864      0.9502              0.9605          0.9553
81          2687.8508      0.4913          0.9850      0.9498              0.9516          0.9507
82          2720.5191      0.4082          0.9864      0.9520              0.9585          0.9552
83          2754.2479      0.4355          0.9864      0.9528              0.9576          0.9552
84          2787.5055      0.4251          0.9859      0.9518              0.9556          0.9537
85          2820.5220      0.4236          0.9856      0.9482              0.9576          0.9528
86          2853.5092      0.4743          0.9861      0.9536              0.9546          0.9541
87          2886.5969      0.5366          0.9852      0.9463              0.9566          0.9514
88          2918.4257      0.5879          0.9853      0.9463              0.9576          0.9519
89          2950.7164      0.4694          0.9855      0.9447              0.9605          0.9525
90          2983.8926      0.5582          0.9849      0.9462              0.9546          0.9504
91          3016.8176      0.5384          0.9846      0.9461              0.9526          0.9493
92          3049.3257      0.5856          0.9837      0.9414              0.9516          0.9465
93          3083.1146      0.5191          0.9843      0.9460              0.9506          0.9483
94          3115.9017      0.5139          0.9849      0.9479              0.9526          0.9503
95          3148.8021      0.5215          0.9856      0.9508              0.9546          0.9527
96          3181.9168      0.4726          0.9861      0.9519              0.9566          0.9542
97          3214.9341      0.4981          0.9858      0.9482              0.9585          0.9534
98          3247.7124      0.4719          0.9844      0.9426              0.9556          0.9490
99          3281.0196      0.3764          0.9853      0.9472              0.9566          0.9519
100          3313.9196      0.3639          0.9859      0.9500              0.9576          0.9538
101          3346.0527      0.3750          0.9861      0.9510              0.9576          0.9543
102          3378.0508      0.3666          0.9868      0.9539              0.9595          0.9567
103          3410.3950      0.3041          0.9858      0.9509              0.9556          0.9532
104          3443.0038      0.3419          0.9861      0.9528              0.9556          0.9542
105          3475.2764      0.3382          0.9865      0.9547              0.9566          0.9556
106          3507.2515      0.3967          0.9852      0.9543              0.9477          0.9510
107          3540.3427      0.3373          0.9853      0.9525              0.9506          0.9516
108          3573.3746      0.3722          0.9852      0.9534              0.9487          0.9510
109          3606.6967      0.3579          0.9840      0.9441              0.9506          0.9474
110          3639.4874      0.3132          0.9867      0.9556              0.9566          0.9561
111          3673.2458      0.3783          0.9871      0.9576              0.9576          0.9576
112          3705.7332      0.3298          0.9853      0.9534              0.9497          0.9515
113          3738.1675      0.3832          0.9861      0.9528              0.9556          0.9542
114          3771.8202      0.3610          0.9859      0.9509              0.9566          0.9537
115          3805.6137      0.3387          0.9856      0.9482              0.9576          0.9528
116          3838.4150      0.3982          0.9868      0.9575              0.9556          0.9565
117          3872.7364      0.3076          0.9861      0.9554              0.9526          0.9540
118          3905.3254      0.3567          0.9856      0.9526              0.9526          0.9526
119          3938.8711      0.3049          0.9861      0.9536              0.9546          0.9541
120          3971.3707      0.3036          0.9864      0.9520              0.9585          0.9552
121          4004.5609      0.2575          0.9868      0.9584              0.9546          0.9565
122          4034.4938      0.2634          0.9862      0.9528              0.9566          0.9547
123          4062.9316      0.2720          0.9864      0.9555              0.9546          0.9551
124          4095.2904      0.2530          0.9856      0.9526              0.9526          0.9526
125          4127.7083      0.2500          0.9867      0.9547              0.9576          0.9561
126          4160.5737      0.2676          0.9861      0.9528              0.9556          0.9542
127          4192.6723      0.2499          0.9868      0.9557              0.9576          0.9566
128          4226.1567      0.2234          0.9865      0.9547              0.9566          0.9556
129          4260.4728      0.2801          0.9868      0.9557              0.9576          0.9566
130          4294.4391      0.2611          0.9856      0.9526              0.9526          0.9526
131          4328.5401      0.3107          0.9867      0.9538              0.9585          0.9562
132          4361.7289      0.2604          0.9864      0.9520              0.9585          0.9552
133          4394.9257      0.2392          0.9870      0.9575              0.9566          0.9570
134          4427.5691      0.2470          0.9862      0.9537              0.9556          0.9546
135          4461.0468      0.2344          0.9874      0.9567              0.9605          0.9586
136          4494.1192      0.3019          0.9861      0.9545              0.9536          0.9541
137          4527.6254      0.2420          0.9858      0.9536              0.9526          0.9531
138          4560.8822      0.2713          0.9862      0.9519              0.9576          0.9547
139          4594.9559      0.2193          0.9862      0.9510              0.9585          0.9548
140          4628.2523      0.2168          0.9867      0.9574              0.9546          0.9560
141          4659.6455      0.2363          0.9861      0.9501              0.9585          0.9543
142          4693.1509      0.1935          0.9867      0.9547              0.9576          0.9561
143          4727.3380      0.2156          0.9877      0.9613              0.9576          0.9594
144          4761.0986      0.2214          0.9871      0.9576              0.9576          0.9576
145          4795.0426      0.1733          0.9865      0.9547              0.9566          0.9556
146          4826.8696      0.2259          0.9862      0.9528              0.9566          0.9547
147          4861.6612      0.2196          0.9865      0.9538              0.9576          0.9557
148          4895.3126      0.1983          0.9861      0.9510              0.9576          0.9543
149          4928.5455      0.1878          0.9861      0.9528              0.9556          0.9542
150          4962.2234      0.1667          0.9867      0.9556              0.9566          0.9561
151          4996.6004      0.1739          0.9871      0.9549              0.9605          0.9577
152          5030.1346      0.1852          0.9862      0.9528              0.9566          0.9547
153          5063.5939      0.1868          0.9856      0.9535              0.9516          0.9526
154          5096.7334      0.1943          0.9865      0.9547              0.9566          0.9556
155          5131.3927      0.1940          0.9856      0.9508              0.9546          0.9527
156          5165.3028      0.1985          0.9861      0.9536              0.9546          0.9541
157          5199.6294      0.1963          0.9861      0.9545              0.9536          0.9541
158          5232.7736      0.1762          0.9856      0.9491              0.9566          0.9528
159          5266.4780      0.1629          0.9868      0.9539              0.9595          0.9567
160          5298.9166      0.1886          0.9859      0.9500              0.9576          0.9538
161          5332.7952      0.1481          0.9862      0.9510              0.9585          0.9548
162          5366.5084      0.1704          0.9859      0.9536              0.9536          0.9536
163          5400.3311      0.1614          0.9862      0.9546              0.9546          0.9546
164          5433.4661      0.1425          0.9865      0.9529              0.9585          0.9557
165          5466.3163      0.1534          0.9864      0.9546              0.9556          0.9551
166          5500.1554      0.1515          0.9862      0.9519              0.9576          0.9547
167          5533.5168      0.1577          0.9865      0.9529              0.9585          0.9557
168          5567.1699      0.1492          0.9870      0.9575              0.9566          0.9570
169          5600.4714      0.1684          0.9864      0.9555              0.9546          0.9551
170          5632.9064      0.1301          0.9871      0.9585              0.9566          0.9575
171          5667.2882      0.1494          0.9874      0.9567              0.9605          0.9586
172          5700.9599      0.1688          0.9867      0.9547              0.9576          0.9561
173          5734.8228      0.1802          0.9873      0.9585              0.9576          0.9580
174          5768.8927      0.1661          0.9870      0.9557              0.9585          0.9571
175          5802.1839      0.1680          0.9870      0.9539              0.9605          0.9572
176          5835.6310      0.2108          0.9873      0.9558              0.9605          0.9581
177          5864.4420      0.1531          0.9870      0.9539              0.9605          0.9572
178          5894.0589      0.1445          0.9871      0.9540              0.9615          0.9577
179          5923.3184      0.1295          0.9870      0.9548              0.9595          0.9572
180          5952.9626      0.1348          0.9871      0.9567              0.9585          0.9576
181          5982.7421      0.1148          0.9873      0.9558              0.9605          0.9581
182          6012.4063      0.1203          0.9871      0.9567              0.9585          0.9576
183          6042.9071      0.1346          0.9873      0.9576              0.9585          0.9581
184          6072.5692      0.1340          0.9870      0.9557              0.9585          0.9571
185          6102.4409      0.1501          0.9861      0.9510              0.9576          0.9543
186          6131.4498      0.1418          0.9864      0.9520              0.9585          0.9552
187          6161.0860      0.1635          0.9867      0.9529              0.9595          0.9562
188          6191.2054      0.1267          0.9870      0.9557              0.9585          0.9571
189          6221.4991      0.1539          0.9868      0.9557              0.9576          0.9566
190          6251.4502      0.1353          0.9867      0.9547              0.9576          0.9561
191          6281.2229      0.1386          0.9862      0.9519              0.9576          0.9547
192          6311.1244      0.1627          0.9865      0.9529              0.9585          0.9557
193          6341.1129      0.1265          0.9870      0.9557              0.9585          0.9571
194          6371.1728      0.1346          0.9865      0.9520              0.9595          0.9558
195          6401.0169      0.1212          0.9874      0.9558              0.9615          0.9587
196          6431.4920      0.1272          0.9871      0.9540              0.9615          0.9577
197          6463.4335      0.1167          0.9876      0.9577              0.9605          0.9591
198          6493.0700      0.1476          0.9868      0.9575              0.9556          0.9565
199          6523.4110      0.1298          0.9871      0.9585              0.9566          0.9575
 Accuracy: 0.9854±0.0023
 Precision: 0.9493±0.0084
 Recall: 0.9546±0.0080
 F1: 0.9519±0.0077
