{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
26          657.2171      2.1433          0.9865      0.9538              0.9611          0.9574
27          681.3223      1.9661          0.9850      0.9466              0.9592          0.9528
28          705.6563      2.1440          0.9849      0.9465              0.9582          0.9523
29          729.7882      2.2853          0.9834      0.9469              0.9478          0.9473
30          754.6360      2.2355          0.9850      0.9457              0.9601          0.9529
31          778.9892      1.9794          0.9847      0.9473              0.9563          0.9518
32          803.4163      1.9992          0.9831      0.9336              0.9611          0.9471
33          827.2974      2.1662          0.9847      0.9415              0.9630          0.9521
34          850.8298      1.7783          0.9839      0.9420              0.9563          0.9491
35          875.1210      2.0747          0.9840      0.9388              0.9611          0.9498
36          899.6490      1.7778          0.9846      0.9456              0.9573          0.9514
37          924.1195      1.9179          0.9846      0.9498              0.9525          0.9512
38          948.5518      1.8906          0.9850      0.9483              0.9573          0.9527
39          972.8946      1.2951          0.9859      0.9511              0.9601          0.9556
40          997.0851      1.0817          0.9858      0.9510              0.9592          0.9551
41          1022.6808      1.1398          0.9842      0.9438              0.9563          0.9500
42          1046.9987      1.2604          0.9846      0.9423              0.9611          0.9516
43          1071.3968      1.2446          0.9853      0.9458              0.9620          0.9539
44          1095.5430      1.2057          0.9855      0.9484              0.9601          0.9542
45          1120.2265      1.2461          0.9849      0.9508              0.9535          0.9521
46          1143.6670      1.2084          0.9850      0.9491              0.9563          0.9527
47          1167.6225      1.2268          0.9849      0.9508              0.9535          0.9521
48          1192.0165      1.1338          0.9852      0.9492              0.9573          0.9532
49          1216.2311      1.2309          0.9846      0.9481              0.9544          0.9513
50          1240.7747      1.2677          0.9855      0.9476              0.9611          0.9543
51          1264.9042      1.0237          0.9847      0.9482              0.9554          0.9518
52          1289.4216      1.1989          0.9856      0.9501              0.9592          0.9546
53          1313.2531      1.3354          0.9856      0.9493              0.9601          0.9547
54          1336.9016      1.2084          0.9847      0.9448              0.9592          0.9519
55          1360.7979      1.1056          0.9850      0.9474              0.9582          0.9528
56          1385.2580      0.9878          0.9856      0.9518              0.9573          0.9545
57          1409.7225      1.1392          0.9852      0.9492              0.9573          0.9532
58          1434.1759      0.9895          0.9849      0.9440              0.9611          0.9525
59          1456.3922      0.9095          0.9862      0.9512              0.9620          0.9566
60          1479.0819      0.7732          0.9855      0.9535              0.9544          0.9540
61          1503.3928      0.6728          0.9853      0.9500              0.9573          0.9536
62          1527.7244      0.6910          0.9849      0.9516              0.9525          0.9521
63          1552.1301      0.6746          0.9856      0.9510              0.9582          0.9546
64          1576.4453      0.7872          0.9846      0.9439              0.9592          0.9515
65          1602.5488      0.7267          0.9846      0.9490              0.9535          0.9512
66          1627.9541      0.7334          0.9849      0.9499              0.9544          0.9522
67          1651.9266      0.8302          0.9855      0.9492              0.9592          0.9542
68          1676.5307      0.7827          0.9847      0.9490              0.9544          0.9517
69          1701.2602      0.7006          0.9843      0.9455              0.9554          0.9504
70          1726.1418      0.8486          0.9853      0.9500              0.9573          0.9536
71          1750.6570      0.8137          0.9846      0.9456              0.9573          0.9514
72          1775.1513      0.7691          0.9856      0.9501              0.9592          0.9546
73          1799.2328      0.7650          0.9853      0.9467              0.9611          0.9538
74          1823.9318      0.7342          0.9852      0.9466              0.9601          0.9533
75          1847.5613      0.7289          0.9850      0.9491              0.9563          0.9527
76          1872.5960      0.7414          0.9858      0.9536              0.9563          0.9550
77          1896.7720      0.6747          0.9849      0.9449              0.9601          0.9524
78          1921.2632      0.6428          0.9842      0.9446              0.9554          0.9500
79          1945.7279      0.6259          0.9843      0.9455              0.9554          0.9504
80          1970.0122      0.5595          0.9859      0.9536              0.9573          0.9555
81          1995.8760      0.5065          0.9862      0.9537              0.9592          0.9564
82          2020.2207      0.4539          0.9864      0.9564              0.9573          0.9568
83          2043.7492      0.5032          0.9853      0.9500              0.9573          0.9536
84          2065.0060      0.4562          0.9870      0.9583              0.9592          0.9587
85          2087.0820      0.5510          0.9853      0.9484              0.9592          0.9537
86          2108.7247      0.4617          0.9849      0.9449              0.9601          0.9524
87          2130.6001      0.4902          0.9856      0.9493              0.9601          0.9547
88          2152.6647      0.5056          0.9842      0.9446              0.9554          0.9500
89          2175.0809      0.4425          0.9846      0.9481              0.9544          0.9513
90          2197.2957      0.4499          0.9853      0.9509              0.9563          0.9536
91          2219.2872      0.5023          0.9850      0.9474              0.9582          0.9528
92          2241.4015      0.4875          0.9853      0.9484              0.9592          0.9537
93          2263.6025      0.5618          0.9850      0.9500              0.9554          0.9527
94          2285.2885      0.5929          0.9865      0.9581              0.9563          0.9572
95          2307.0919      0.4905          0.9868      0.9591              0.9573          0.9582
96          2329.0523      0.5495          0.9853      0.9526              0.9544          0.9535
97          2351.7007      0.5619          0.9849      0.9457              0.9592          0.9524
98          2375.3764      0.5450          0.9849      0.9457              0.9592          0.9524
99          2399.3706      0.4857          0.9852      0.9492              0.9573          0.9532
100          2423.9368      0.3790          0.9856      0.9536              0.9554          0.9545
101          2448.5904      0.3587          0.9852      0.9500              0.9563          0.9531
102          2472.5265      0.3413          0.9859      0.9562              0.9544          0.9553
103          2496.0507      0.3668          0.9858      0.9510              0.9592          0.9551
104          2520.2203      0.3207          0.9862      0.9563              0.9563          0.9563
105          2544.6309      0.3604          0.9855      0.9552              0.9525          0.9539
106          2568.7491      0.3733          0.9865      0.9547              0.9601          0.9574
107          2592.6461      0.4286          0.9859      0.9554              0.9554          0.9554
108          2617.3020      0.3755          0.9862      0.9546              0.9582          0.9564
109          2641.5447      0.3792          0.9868      0.9573              0.9592          0.9583
110          2666.0214      0.3456          0.9861      0.9545              0.9573          0.9559
111          2690.1498      0.3488          0.9861      0.9545              0.9573          0.9559
112          2714.3145      0.4008          0.9856      0.9518              0.9573          0.9545
113          2737.9216      0.3542          0.9861      0.9528              0.9592          0.9560
114          2762.3937      0.3720          0.9864      0.9546              0.9592          0.9569
115          2785.0938      0.3572          0.9859      0.9519              0.9592          0.9555
116          2808.4856      0.2981          0.9855      0.9527              0.9554          0.9540
117          2833.2760      0.3965          0.9856      0.9510              0.9582          0.9546
118          2857.8617      0.3475          0.9859      0.9511              0.9601          0.9556
119          2882.0183      0.2597          0.9856      0.9518              0.9573          0.9545
120          2906.7318      0.2597          0.9864      0.9564              0.9573          0.9568
121          2932.9483      0.2912          0.9861      0.9520              0.9601          0.9560
122          2957.3446      0.2481          0.9868      0.9573              0.9592          0.9583
123          2982.1517      0.2533          0.9861      0.9528              0.9592          0.9560
124          3007.1626      0.2812          0.9858      0.9502              0.9601          0.9551
125          3031.1691      0.2312          0.9858      0.9493              0.9611          0.9552
126          3054.3720      0.2618          0.9858      0.9510              0.9592          0.9551
127          3078.2478      0.2604          0.9840      0.9421              0.9573          0.9496
128          3102.7698      0.2704          0.9853      0.9526              0.9544          0.9535
129          3127.4739      0.2925          0.9849      0.9482              0.9563          0.9522
130          3152.2676      0.2798          0.9856      0.9518              0.9573          0.9545
131          3176.2553      0.2559          0.9859      0.9528              0.9582          0.9555
132          3199.6932      0.2356          0.9853      0.9500              0.9573          0.9536
133          3224.4506      0.2570          0.9873      0.9566              0.9630          0.9598
134          3249.0253      0.2403          0.9858      0.9519              0.9582          0.9550
135          3273.8837      0.3173          0.9856      0.9518              0.9573          0.9545
136          3298.2971      0.2792          0.9858      0.9562              0.9535          0.9548
137          3323.1321      0.2570          0.9858      0.9536              0.9563          0.9550
138          3347.5180      0.2119          0.9859      0.9536              0.9573          0.9555
139          3372.6673      0.2245          0.9856      0.9518              0.9573          0.9545
140          3397.2630      0.2462          0.9862      0.9555              0.9573          0.9564
141          3421.7367      0.1910          0.9865      0.9581              0.9563          0.9572
142          3446.6415      0.1856          0.9865      0.9555              0.9592          0.9573
143          3470.7337      0.2122          0.9865      0.9564              0.9582          0.9573
144          3495.6992      0.2096          0.9859      0.9571              0.9535          0.9553
145          3520.7299      0.1885          0.9859      0.9554              0.9554          0.9554
146          3544.7330      0.2104          0.9861      0.9563              0.9554          0.9558
147          3569.2887      0.2102          0.9861      0.9545              0.9573          0.9559
148          3593.9482      0.2136          0.9856      0.9527              0.9563          0.9545
149          3618.7381      0.2010          0.9861      0.9545              0.9573          0.9559
150          3643.5872      0.1935          0.9864      0.9546              0.9592          0.9569
151          3668.4603      0.2147          0.9862      0.9537              0.9592          0.9564
152          3692.9080      0.2215          0.9862      0.9546              0.9582          0.9564
153          3717.8444      0.1899          0.9862      0.9546              0.9582          0.9564
154          3741.7426      0.1892          0.9862      0.9563              0.9563          0.9563
155          3765.8953      0.1696          0.9861      0.9537              0.9582          0.9559
156          3790.1793      0.2078          0.9856      0.9501              0.9592          0.9546
157          3815.8323      0.2123          0.9859      0.9519              0.9592          0.9555
158          3840.4493      0.2234          0.9858      0.9536              0.9563          0.9550
159          3864.5474      0.1815          0.9856      0.9527              0.9563          0.9545
160          3888.3635      0.1781          0.9858      0.9519              0.9582          0.9550
161          3913.5571      0.1883          0.9853      0.9500              0.9573          0.9536
162          3937.2948      0.1712          0.9856      0.9518              0.9573          0.9545
163          3961.8367      0.2052          0.9856      0.9518              0.9573          0.9545
164          3985.8925      0.1687          0.9856      0.9518              0.9573          0.9545
165          4010.3120      0.1446          0.9861      0.9537              0.9582          0.9559
166          4034.4266      0.1392          0.9856      0.9536              0.9554          0.9545
167          4058.8891      0.1691          0.9861      0.9520              0.9601          0.9560
168          4083.2539      0.1751          0.9856      0.9493              0.9601          0.9547
169          4107.5330      0.1554          0.9858      0.9519              0.9582          0.9550
170          4132.0135      0.1575          0.9856      0.9518              0.9573          0.9545
171          4156.4217      0.1770          0.9856      0.9527              0.9563          0.9545
172          4180.3723      0.1557          0.9853      0.9526              0.9544          0.9535
173          4204.5818      0.1631          0.9856      0.9510              0.9582          0.9546
174          4229.2211      0.1722          0.9858      0.9536              0.9563          0.9550
175          4253.1784      0.1601          0.9856      0.9518              0.9573          0.9545
176          4278.9002      0.1544          0.9864      0.9564              0.9573          0.9568
177          4305.2536      0.1579          0.9862      0.9555              0.9573          0.9564
178          4330.7983      0.1473          0.9862      0.9555              0.9573          0.9564
179          4355.4603      0.1577          0.9859      0.9545              0.9563          0.9554
180          4379.9772      0.1483          0.9855      0.9509              0.9573          0.9541
181          4404.5664      0.1328          0.9858      0.9527              0.9573          0.9550
182          4429.1217      0.1307          0.9861      0.9528              0.9592          0.9560
183          4452.4842      0.1350          0.9859      0.9519              0.9592          0.9555
184          4476.4971      0.1193          0.9859      0.9511              0.9601          0.9556
185          4500.7864      0.1567          0.9861      0.9537              0.9582          0.9559
186          4524.9926      0.1382          0.9864      0.9555              0.9582          0.9569
187          4550.0465      0.1291          0.9865      0.9555              0.9592          0.9573
188          4575.0848      0.1178          0.9864      0.9546              0.9592          0.9569
189          4600.1168      0.1392          0.9862      0.9529              0.9601          0.9565
190          4624.1996      0.0989          0.9864      0.9555              0.9582          0.9569
191          4648.3771      0.1319          0.9861      0.9537              0.9582          0.9559
192          4672.3955      0.1284          0.9861      0.9537              0.9582          0.9559
193          4696.4082      0.1226          0.9864      0.9564              0.9573          0.9568
194          4719.9772      0.1238          0.9859      0.9545              0.9563          0.9554
195          4743.9005      0.1180          0.9861      0.9554              0.9563          0.9559
196          4768.3190      0.1250          0.9865      0.9564              0.9582          0.9573
197          4792.3591      0.1269          0.9856      0.9501              0.9592          0.9546
198          4816.3592      0.1150          0.9850      0.9491              0.9563          0.9527
199          4840.4643      0.1333          0.9859      0.9536              0.9573          0.9555
 Accuracy: 0.9851±0.0020
 Precision: 0.9496±0.0067
 Recall: 0.9564±0.0076
 F1: 0.9530±0.0065
