{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
109          2562.9893      0.3417          0.9810      0.9354              0.9451          0.9402
110          2586.7432      0.2931          0.9806      0.9344              0.9432          0.9388
111          2610.6379      0.4078          0.9825      0.9426              0.9470          0.9448
112          2633.9119      0.3551          0.9816      0.9389              0.9451          0.9420
113          2657.3114      0.3475          0.9816      0.9397              0.9442          0.9420
114          2680.7410      0.3654          0.9804      0.9343              0.9423          0.9383
115          2704.1776      0.3635          0.9813      0.9405              0.9413          0.9409
116          2728.2513      0.3448          0.9803      0.9326              0.9432          0.9379
117          2752.3794      0.3694          0.9806      0.9352              0.9423          0.9387
118          2776.7154      0.2952          0.9807      0.9345              0.9442          0.9393
119          2800.4725      0.2589          0.9813      0.9363              0.9461          0.9412
120          2824.1007      0.2803          0.9815      0.9372              0.9461          0.9416
121          2847.5052      0.2845          0.9818      0.9390              0.9461          0.9425
122          2870.6202      0.2773          0.9809      0.9362              0.9432          0.9397
123          2893.6891      0.2280          0.9809      0.9370              0.9423          0.9396
124          2917.0276      0.2558          0.9816      0.9389              0.9451          0.9420
125          2940.2428      0.2909          0.9819      0.9432              0.9423          0.9427
126          2963.6026      0.2207          0.9822      0.9441              0.9432          0.9437
127          2986.6065      0.2265          0.9821      0.9416              0.9451          0.9433
128          3010.4809      0.2263          0.9815      0.9413              0.9413          0.9413
129          3033.9017      0.3122          0.9804      0.9368              0.9395          0.9381
130          3056.8764      0.3045          0.9822      0.9433              0.9442          0.9437
131          3080.5075      0.2414          0.9827      0.9468              0.9432          0.9450
132          3103.5963      0.2479          0.9815      0.9397              0.9432          0.9415
133          3126.7247      0.2032          0.9816      0.9389              0.9451          0.9420
134          3150.1609      0.2463          0.9809      0.9345              0.9451          0.9398
135          3173.9722      0.2196          0.9807      0.9328              0.9461          0.9394
136          3197.4094      0.2233          0.9810      0.9354              0.9451          0.9402
137          3220.8868      0.2230          0.9810      0.9379              0.9423          0.9401
138          3243.7665      0.2716          0.9815      0.9397              0.9432          0.9415
139          3267.2840      0.2305          0.9813      0.9380              0.9442          0.9411
140          3290.4592      0.1959          0.9816      0.9406              0.9432          0.9419
141          3313.6677      0.1774          0.9810      0.9403              0.9395          0.9399
142          3336.8893      0.1900          0.9806      0.9328              0.9451          0.9389
143          3360.2651      0.2177          0.9806      0.9360              0.9413          0.9387
144          3384.1041      0.1769          0.9810      0.9330              0.9480          0.9404
145          3407.5342      0.1901          0.9810      0.9338              0.9470          0.9403
146          3430.3684      0.1860          0.9815      0.9389              0.9442          0.9415
147          3455.1433      0.1675          0.9815      0.9364              0.9470          0.9417
148          3478.2896      0.1592          0.9815      0.9380              0.9451          0.9416
149          3501.3316      0.1926          0.9815      0.9397              0.9432          0.9415
150          3524.4852      0.1783          0.9813      0.9380              0.9442          0.9411
151          3547.9268      0.2067          0.9818      0.9406              0.9442          0.9424
152          3571.4209      0.2051          0.9809      0.9362              0.9432          0.9397
153          3594.2940      0.1698          0.9813      0.9380              0.9442          0.9411
154          3617.9322      0.1957          0.9821      0.9399              0.9470          0.9434
155          3641.1951      0.1843          0.9821      0.9441              0.9423          0.9432
156          3664.9176      0.1839          0.9813      0.9405              0.9413          0.9409
157          3688.1043      0.1874          0.9810      0.9403              0.9395          0.9399
158          3711.6176      0.1647          0.9809      0.9386              0.9404          0.9395
159          3735.0515      0.1528          0.9807      0.9377              0.9404          0.9391
160          3758.4130      0.1424          0.9810      0.9370              0.9432          0.9401
161          3781.7783      0.1612          0.9806      0.9385              0.9385          0.9385
162          3805.2343      0.1485          0.9816      0.9422              0.9413          0.9418
163          3828.8499      0.1125          0.9816      0.9406              0.9432          0.9419
164          3851.9375      0.1537          0.9815      0.9397              0.9432          0.9415
165          3875.0510      0.1430          0.9816      0.9397              0.9442          0.9420
166          3897.1436      0.1542          0.9815      0.9397              0.9432          0.9415
167          3920.1399      0.1419          0.9812      0.9412              0.9395          0.9403
168          3944.0171      0.1287          0.9807      0.9345              0.9442          0.9393
169          3967.8576      0.1509          0.9815      0.9397              0.9432          0.9415
170          3991.2861      0.1531          0.9804      0.9360              0.9404          0.9382
171          4014.8984      0.1635          0.9810      0.9387              0.9413          0.9400
172          4038.4223      0.1499          0.9821      0.9432              0.9432          0.9432
173          4061.5864      0.1670          0.9815      0.9380              0.9451          0.9416
174          4084.6459      0.1559          0.9813      0.9405              0.9413          0.9409
175          4108.2238      0.1564          0.9815      0.9422              0.9404          0.9413
176          4131.8614      0.1519          0.9801      0.9367              0.9376          0.9371
177          4156.1398      0.1247          0.9801      0.9383              0.9357          0.9370
178          4179.3623      0.1235          0.9801      0.9342              0.9404          0.9373
179          4202.7531      0.1136          0.9803      0.9351              0.9404          0.9377
180          4227.0212      0.1166          0.9809      0.9386              0.9404          0.9395
181          4251.3057      0.0999          0.9806      0.9377              0.9395          0.9386
182          4275.6608      0.1205          0.9803      0.9343              0.9413          0.9378
183          4299.9428      0.1178          0.9810      0.9370              0.9432          0.9401
184          4323.9003      0.1092          0.9807      0.9386              0.9395          0.9390
185          4347.7971      0.1228          0.9803      0.9335              0.9423          0.9379
186          4372.3083      0.1106          0.9815      0.9389              0.9442          0.9415
187          4397.5532      0.1216          0.9816      0.9373              0.9470          0.9421
188          4421.4849      0.1310          0.9806      0.9369              0.9404          0.9386
189          4445.9165      0.1080          0.9812      0.9396              0.9413          0.9405
190          4469.6154      0.1360          0.9815      0.9389              0.9442          0.9415
191          4493.4469      0.1052          0.9812      0.9363              0.9451          0.9407
192          4517.3043      0.1090          0.9810      0.9370              0.9432          0.9401
193          4541.9644      0.1006          0.9807      0.9377              0.9404          0.9391
194          4565.7122      0.1106          0.9807      0.9361              0.9423          0.9392
195          4588.9503      0.1109          0.9809      0.9403              0.9385          0.9394
196          4612.5521      0.1169          0.9816      0.9397              0.9442          0.9420
197          4636.6199      0.0974          0.9807      0.9377              0.9404          0.9391
198          4661.4520      0.1188          0.9815      0.9397              0.9432          0.9415
199          4685.7385      0.1226          0.9809      0.9395              0.9395          0.9395
 Accuracy: 0.9802±0.0020
 Precision: 0.9337±0.0083
 Recall: 0.9418±0.0054
 F1: 0.9377±0.0060
