{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
143          3511.9393      0.1698          0.9853      0.9581              0.9490          0.9535
144          3535.8270      0.2088          0.9855      0.9555              0.9528          0.9541
145          3559.3344      0.2064          0.9850      0.9545              0.9509          0.9527
146          3583.1968      0.1560          0.9853      0.9563              0.9509          0.9536
147          3606.8887      0.2055          0.9849      0.9571              0.9471          0.9521
148          3630.4130      0.1791          0.9853      0.9546              0.9528          0.9537
149          3654.2166      0.2012          0.9858      0.9573              0.9528          0.9550
150          3678.2104      0.1794          0.9858      0.9582              0.9518          0.9550
151          3701.6134      0.1850          0.9855      0.9572              0.9509          0.9541
152          3725.5648      0.1878          0.9859      0.9582              0.9528          0.9555
153          3748.8820      0.2002          0.9855      0.9555              0.9528          0.9541
154          3772.8514      0.1871          0.9870      0.9594              0.9585          0.9589
155          3796.7099      0.1684          0.9867      0.9628              0.9528          0.9578
156          3820.2282      0.1908          0.9868      0.9619              0.9547          0.9583
157          3844.3445      0.1692          0.9861      0.9574              0.9547          0.9560
158          3867.9362      0.1907          0.9859      0.9573              0.9537          0.9555
159          3891.4073      0.1838          0.9864      0.9627              0.9509          0.9568
160          3915.0325      0.1619          0.9861      0.9574              0.9547          0.9560
161          3938.7890      0.1359          0.9865      0.9601              0.9547          0.9574
162          3962.6739      0.1551          0.9865      0.9601              0.9547          0.9574
163          3986.6002      0.1322          0.9859      0.9582              0.9528          0.9555
164          4010.5325      0.1647          0.9865      0.9619              0.9528          0.9573
165          4034.4664      0.1493          0.9858      0.9608              0.9490          0.9549
166          4057.0200      0.1280          0.9852      0.9563              0.9500          0.9531
167          4080.5986      0.1303          0.9856      0.9581              0.9509          0.9545
168          4104.0408      0.1321          0.9849      0.9562              0.9481          0.9521
169          4128.0503      0.1262          0.9844      0.9552              0.9462          0.9507
170          4151.8632      0.1238          0.9847      0.9553              0.9481          0.9517
171          4175.7469      0.1290          0.9853      0.9598              0.9471          0.9534
172          4199.8216      0.1354          0.9847      0.9544              0.9490          0.9517
173          4223.6561      0.1582          0.9844      0.9569              0.9443          0.9506
174          4247.8735      0.1609          0.9843      0.9578              0.9424          0.9500
175          4271.5073      0.1368          0.9847      0.9605              0.9424          0.9514
176          4295.6413      0.1744          0.9849      0.9579              0.9462          0.9520
177          4319.8064      0.1535          0.9859      0.9600              0.9509          0.9554
178          4343.3100      0.1268          0.9850      0.9580              0.9471          0.9525
179          4367.0983      0.1455          0.9849      0.9579              0.9462          0.9520
180          4390.5960      0.1325          0.9847      0.9579              0.9452          0.9515
181          4413.7935      0.1209          0.9852      0.9589              0.9471          0.9530
182          4437.7382      0.1232          0.9842      0.9542              0.9452          0.9497
183          4461.0581      0.1253          0.9855      0.9572              0.9509          0.9541
184          4484.7929      0.1230          0.9849      0.9553              0.9490          0.9522
185          4508.4434      0.1208          0.9855      0.9607              0.9471          0.9539
186          4532.0098      0.1275          0.9850      0.9589              0.9462          0.9525
187          4555.8872      0.1069          0.9849      0.9571              0.9471          0.9521
188          4579.3335      0.1021          0.9850      0.9597              0.9452          0.9524
189          4603.0436      0.1078          0.9852      0.9580              0.9481          0.9530
190          4627.0420      0.1149          0.9855      0.9581              0.9500          0.9540
191          4651.3209      0.1277          0.9853      0.9572              0.9500          0.9536
192          4675.9828      0.0964          0.9856      0.9581              0.9509          0.9545
193          4700.5771      0.1211          0.9852      0.9589              0.9471          0.9530
194          4724.8585      0.1205          0.9849      0.9562              0.9481          0.9521
195          4748.8843      0.1179          0.9852      0.9598              0.9462          0.9529
196          4773.0921      0.1137          0.9856      0.9590              0.9500          0.9545
197          4796.8672      0.1250          0.9858      0.9608              0.9490          0.9549
198          4820.6281      0.1112          0.9847      0.9561              0.9471          0.9516
199          4844.4361      0.1118          0.9847      0.9570              0.9462          0.9516
 Accuracy: 0.9848±0.0023
 Precision: 0.9543±0.0087
 Recall: 0.9492±0.0075
 F1: 0.9518±0.0072
