{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
27          840.0550      2.0380          0.9813      0.9323              0.9443          0.9383
28          870.6970      2.0240          0.9791      0.9229              0.9394          0.9310
29          900.6971      2.1361          0.9818      0.9350              0.9443          0.9397
30          930.9136      2.0584          0.9819      0.9326              0.9483          0.9404
31          960.1489      2.1211          0.9798      0.9224              0.9453          0.9337
32          989.2863      2.1370          0.9812      0.9314              0.9443          0.9378
33          1019.5297      2.0216          0.9815      0.9315              0.9463          0.9389
34          1048.9838      2.0377          0.9810      0.9313              0.9433          0.9373
35          1074.3331      1.9227          0.9801      0.9284              0.9404          0.9343
36          1102.5338      1.8676          0.9801      0.9275              0.9414          0.9344
37          1131.8095      1.9534          0.9786      0.9235              0.9354          0.9294
38          1162.5451      1.9015          0.9809      0.9246              0.9503          0.9373
39          1194.2455      1.2051          0.9800      0.9283              0.9394          0.9338
40          1223.9632      1.0734          0.9791      0.9237              0.9384          0.9310
41          1254.7336      1.0558          0.9800      0.9258              0.9423          0.9340
42          1285.9423      1.1216          0.9786      0.9185              0.9414          0.9298
43          1316.7343      1.1995          0.9810      0.9347              0.9394          0.9370
44          1348.5931      1.3695          0.9807      0.9346              0.9374          0.9360
45          1378.7464      1.2781          0.9812      0.9339              0.9414          0.9376
46          1410.2230      1.1540          0.9806      0.9311              0.9404          0.9357
47          1441.0127      1.3075          0.9809      0.9312              0.9423          0.9368
48          1471.5404      1.1837          0.9804      0.9336              0.9364          0.9350
49          1501.8162      1.1979          0.9810      0.9322              0.9423          0.9372
50          1532.2471      1.1662          0.9806      0.9311              0.9404          0.9357
51          1563.2095      1.2361          0.9804      0.9310              0.9394          0.9352
52          1594.7115      1.1103          0.9822      0.9352              0.9473          0.9412
53          1624.5909      1.0378          0.9815      0.9375              0.9394          0.9384
54          1654.3651      1.1315          0.9792      0.9221              0.9414          0.9316
55          1684.4656      1.2106          0.9809      0.9364              0.9364          0.9364
56          1715.2576      1.3422          0.9819      0.9351              0.9453          0.9402
57          1746.0137      1.2601          0.9803      0.9276              0.9423          0.9349
58          1776.7667      1.1480          0.9809      0.9312              0.9423          0.9368
59          1808.6509      0.8841          0.9816      0.9367              0.9414          0.9390
60          1840.3998      0.6948          0.9818      0.9333              0.9463          0.9398
61          1872.2500      0.6233          0.9810      0.9288              0.9463          0.9375
62          1903.7953      0.7849          0.9813      0.9289              0.9483          0.9385
63          1935.8836      0.7930          0.9830      0.9425              0.9443          0.9434
64          1966.6055      0.7082          0.9810      0.9322              0.9423          0.9372
65          1997.6475      0.7545          0.9827      0.9423              0.9423          0.9423
66          2029.3776      0.6928          0.9813      0.9298              0.9473          0.9385
67          2059.3253      0.6688          0.9825      0.9388              0.9453          0.9421
68          2090.2257      0.7041          0.9810      0.9305              0.9443          0.9373
69          2120.3745      0.8252          0.9795      0.9264              0.9384          0.9323
70          2151.6246      0.6615          0.9812      0.9305              0.9453          0.9379
71          2183.0558      0.6929          0.9792      0.9246              0.9384          0.9314
72          2214.6916      0.8818          0.9810      0.9339              0.9404          0.9371
73          2245.4107      0.7489          0.9803      0.9310              0.9384          0.9347
74          2275.6044      0.8380          0.9822      0.9361              0.9463          0.9412
75          2307.6411      0.9166          0.9828      0.9372              0.9493          0.9432
76          2338.4769      0.6697          0.9815      0.9332              0.9443          0.9387
77          2369.3406      0.6190          0.9830      0.9390              0.9483          0.9436
78          2400.2143      0.7089          0.9806      0.9345              0.9364          0.9355
79          2431.0524      0.5823          0.9818      0.9325              0.9473          0.9398
80          2461.3438      0.5632          0.9810      0.9288              0.9463          0.9375
81          2491.2457      0.4859          0.9819      0.9360              0.9443          0.9401
82          2522.7479      0.4693          0.9816      0.9299              0.9493          0.9395
83          2552.2009      0.5078          0.9812      0.9314              0.9443          0.9378
84          2583.6824      0.5636          0.9828      0.9381              0.9483          0.9432
85          2613.5782      0.4598          0.9816      0.9341              0.9443          0.9392
86          2643.4512      0.4161          0.9809      0.9347              0.9384          0.9365
87          2675.0370      0.5211          0.9812      0.9314              0.9443          0.9378
88          2706.2794      0.5038          0.9813      0.9348              0.9414          0.9381
89          2737.1268      0.5892          0.9806      0.9311              0.9404          0.9357
90          2768.2761      0.4818          0.9824      0.9387              0.9443          0.9415
91          2799.1834      0.4613          0.9801      0.9387              0.9284          0.9335
92          2829.8576      0.4990          0.9816      0.9393              0.9384          0.9388
93          2860.6776      0.5490          0.9816      0.9350              0.9433          0.9391
94          2891.5105      0.5115          0.9804      0.9302              0.9404          0.9352
95          2922.5546      0.4821          0.9804      0.9310              0.9394          0.9352
96          2951.6303      0.5413          0.9818      0.9385              0.9404          0.9394
97          2981.8662      0.5156          0.9801      0.9300              0.9384          0.9342
98          3013.1311      0.4876          0.9791      0.9229              0.9394          0.9310
99          3045.4886      0.4016          0.9809      0.9287              0.9453          0.9369
100          3074.8462      0.3921          0.9815      0.9324              0.9453          0.9388
101          3105.8207      0.3258          0.9813      0.9348              0.9414          0.9381
102          3137.1875      0.3359          0.9807      0.9329              0.9394          0.9361
103          3169.0898      0.4009          0.9806      0.9320              0.9394          0.9356
104          3200.5701      0.3330          0.9812      0.9356              0.9394          0.9375
105          3231.6760      0.3991          0.9813      0.9357              0.9404          0.9380
106          3264.0102      0.3853          0.9813      0.9374              0.9384          0.9379
107          3295.8269      0.3708          0.9815      0.9366              0.9404          0.9385
108          3326.3350      0.4117          0.9800      0.9291              0.9384          0.9337
109          3356.6894      0.4129          0.9824      0.9396              0.9433          0.9415
110          3387.4930      0.3564          0.9821      0.9377              0.9433          0.9405
111          3419.1015      0.4122          0.9831      0.9434              0.9443          0.9439
112          3449.6845      0.3615          0.9830      0.9381              0.9493          0.9437
113          3479.6213      0.3678          0.9806      0.9337              0.9374          0.9355
114          3510.8114      0.3452          0.9818      0.9376              0.9414          0.9395
115          3542.2443      0.2967          0.9806      0.9337              0.9374          0.9355
116          3573.7131      0.3699          0.9810      0.9339              0.9404          0.9371
117          3604.9106      0.3268          0.9819      0.9403              0.9394          0.9398
118          3635.5198      0.3770          0.9807      0.9337              0.9384          0.9360
119          3666.1976      0.2796          0.9821      0.9395              0.9414          0.9404
120          3697.8220      0.2676          0.9816      0.9393              0.9384          0.9388
121          3728.3879      0.2411          0.9807      0.9363              0.9354          0.9359
122          3758.7419      0.2492          0.9816      0.9402              0.9374          0.9388
123          3789.0950      0.2475          0.9819      0.9412              0.9384          0.9398
124          3820.0048      0.2677          0.9809      0.9338              0.9394          0.9366
125          3851.8504      0.2360          0.9821      0.9395              0.9414          0.9404
126          3882.5732      0.2895          0.9816      0.9367              0.9414          0.9390
127          3912.6282      0.2973          0.9815      0.9375              0.9394          0.9384
128          3944.2408      0.2635          0.9807      0.9320              0.9404          0.9362
129          3974.7222      0.2712          0.9810      0.9347              0.9394          0.9370
130          4005.2429      0.2752          0.9813      0.9340              0.9423          0.9381
131          4035.6769      0.2704          0.9816      0.9419              0.9354          0.9387
132          4066.4570      0.2393          0.9807      0.9381              0.9334          0.9357
133          4099.1993      0.2488          0.9813      0.9418              0.9334          0.9376
134          4132.3887      0.2460          0.9813      0.9392              0.9364          0.9378
135          4166.8216      0.3222          0.9815      0.9375              0.9394          0.9384
136          4201.1161      0.2579          0.9804      0.9345              0.9354          0.9349
137          4235.2708      0.2456          0.9806      0.9337              0.9374          0.9355
138          4268.9087      0.2497          0.9810      0.9330              0.9414          0.9372
139          4302.5302      0.2412          0.9804      0.9353              0.9344          0.9349
140          4337.2345      0.2137          0.9816      0.9428              0.9344          0.9386
141          4370.6770      0.2198          0.9807      0.9372              0.9344          0.9358
142          4403.4884      0.1934          0.9821      0.9404              0.9404          0.9404
143          4437.4120      0.1895          0.9812      0.9391              0.9354          0.9373
144          4471.5701      0.2015          0.9819      0.9403              0.9394          0.9398
145          4504.7976      0.1761          0.9818      0.9456              0.9324          0.9389
146          4540.5313      0.1974          0.9818      0.9429              0.9354          0.9391
147          4573.8285      0.2249          0.9831      0.9443              0.9433          0.9438
148          4606.9130      0.2014          0.9833      0.9461              0.9423          0.9442
149          4640.7244      0.1808          0.9821      0.9439              0.9364          0.9401
150          4669.0008      0.1885          0.9818      0.9402              0.9384          0.9393
151          4697.8744      0.2069          0.9813      0.9357              0.9404          0.9380
152          4731.6192      0.1885          0.9822      0.9404              0.9414          0.9409
153          4769.9337      0.1994          0.9813      0.9366              0.9394          0.9380
154          4812.4581      0.1837          0.9812      0.9365              0.9384          0.9374
155          4854.3173      0.2036          0.9812      0.9356              0.9394          0.9375
156          4896.7512      0.1977          0.9803      0.9318              0.9374          0.9346
157          4938.7990      0.1957          0.9810      0.9356              0.9384          0.9370
158          4980.7496      0.1906          0.9813      0.9392              0.9364          0.9378
159          5022.7329      0.1854          0.9810      0.9399              0.9334          0.9367
160          5065.0055      0.1657          0.9813      0.9401              0.9354          0.9377
161          5108.2850      0.1588          0.9813      0.9383              0.9374          0.9378
162          5150.1776      0.1420          0.9807      0.9355              0.9364          0.9359
163          5192.2521      0.1412          0.9813      0.9374              0.9384          0.9379
164          5235.5736      0.1404          0.9809      0.9364              0.9364          0.9364
165          5276.0804      0.1614          0.9809      0.9373              0.9354          0.9363
166          5319.5029      0.1639          0.9810      0.9373              0.9364          0.9368
167          5361.7148      0.1466          0.9807      0.9372              0.9344          0.9358
168          5402.8548      0.1833          0.9809      0.9364              0.9364          0.9364
169          5444.0886      0.1375          0.9807      0.9381              0.9334          0.9357
170          5486.5178      0.1803          0.9812      0.9374              0.9374          0.9374
171          5527.6692      0.1562          0.9812      0.9365              0.9384          0.9374
172          5568.3545      0.1641          0.9816      0.9402              0.9374          0.9388
173          5610.4019      0.1663          0.9824      0.9440              0.9384          0.9412
174          5651.4541      0.1626          0.9813      0.9383              0.9374          0.9378
175          5693.5649      0.1497          0.9816      0.9393              0.9384          0.9388
176          5735.5649      0.1420          0.9806      0.9363              0.9344          0.9353
177          5777.0627      0.1574          0.9809      0.9373              0.9354          0.9363
178          5818.5750      0.1426          0.9809      0.9338              0.9394          0.9366
179          5859.9339      0.1353          0.9813      0.9401              0.9354          0.9377
180          5902.4827      0.1487          0.9812      0.9391              0.9354          0.9373
181          5944.4760      0.1363          0.9813      0.9383              0.9374          0.9378
182          5986.9057      0.1559          0.9807      0.9372              0.9344          0.9358
183          6028.1776      0.1230          0.9812      0.9409              0.9334          0.9371
184          6069.6148      0.1350          0.9809      0.9364              0.9364          0.9364
185          6105.8875      0.1339          0.9813      0.9392              0.9364          0.9378
186          6143.6566      0.1480          0.9810      0.9391              0.9344          0.9367
187          6180.8460      0.1338          0.9816      0.9384              0.9394          0.9389
188          6219.0244      0.1462          0.9821      0.9430              0.9374          0.9402
189          6252.8525      0.1298          0.9825      0.9432              0.9404          0.9418
190          6290.9982      0.1443          0.9825      0.9423              0.9414          0.9418
191          6327.9575      0.1661          0.9813      0.9374              0.9384          0.9379
192          6362.7144      0.1307          0.9809      0.9381              0.9344          0.9363
193          6398.0054      0.1334          0.9818      0.9385              0.9404          0.9394
194          6431.7729      0.1412          0.9819      0.9386              0.9414          0.9400
195          6463.9193      0.1440          0.9818      0.9420              0.9364          0.9392
196          6501.6230      0.1300          0.9824      0.9431              0.9394          0.9412
197          6541.4311      0.1130          0.9816      0.9411              0.9364          0.9387
198          6583.4074      0.1175          0.9816      0.9428              0.9344          0.9386
199          6624.7157      0.1163          0.9815      0.9419              0.9344          0.9381
 Accuracy: 0.9807±0.0022
 Precision: 0.9333±0.0085
 Recall: 0.9391±0.0087
 F1: 0.9362±0.0074
