{'batch_size': 256, 'epochs': 200, 'subgraph_dim': 256, 'feature_dim': 51, 'save_model': True, 'lr': 0.001, 'lr_decay': 0.75, 'decay_interval': 20, 'MolCLR_dim': 512}
Epoch 	   Time(sec) 	Loss_train 	     ACC_test 	 Precision_test 	 Recall_test 	 F1_test
151          5610.4763      0.1817          0.9804      0.9406              0.9343          0.9375
152          5647.2283      0.1785          0.9800      0.9388              0.9334          0.9361
153          5684.1204      0.1690          0.9801      0.9388              0.9343          0.9366
154          5721.1167      0.1987          0.9800      0.9371              0.9353          0.9362
155          5756.9402      0.1647          0.9800      0.9396              0.9324          0.9360
156          5792.9273      0.1739          0.9804      0.9389              0.9363          0.9376
157          5828.7964      0.1499          0.9801      0.9371              0.9363          0.9367
158          5865.0228      0.2095          0.9816      0.9402              0.9429          0.9416
159          5901.6607      0.1499          0.9812      0.9434              0.9363          0.9398
160          5938.5868      0.1627          0.9807      0.9399              0.9372          0.9385
161          5975.6496      0.1352          0.9810      0.9442              0.9343          0.9393
162          6013.4505      0.1529          0.9812      0.9434              0.9363          0.9398
163          6050.0875      0.1695          0.9812      0.9426              0.9372          0.9399
164          6086.4450      0.1351          0.9813      0.9443              0.9363          0.9403
165          6122.0620      0.1356          0.9815      0.9452              0.9363          0.9407
166          6158.6949      0.1528          0.9812      0.9426              0.9372          0.9399
167          6195.8897      0.1431          0.9806      0.9390              0.9372          0.9381
168          6231.7517      0.1516          0.9812      0.9434              0.9363          0.9398
169          6268.3592      0.1339          0.9810      0.9408              0.9382          0.9395
170          6305.0235      0.1564          0.9812      0.9426              0.9372          0.9399
171          6340.9062      0.1376          0.9815      0.9444              0.9372          0.9408
172          6377.4462      0.1900          0.9810      0.9425              0.9363          0.9394
173          6415.0950      0.1733          0.9803      0.9389              0.9353          0.9371
174          6452.1273      0.1374          0.9807      0.9416              0.9353          0.9384
175          6488.8269      0.1428          0.9809      0.9425              0.9353          0.9389
176          6525.7339      0.1244          0.9812      0.9434              0.9363          0.9398
177          6562.5903      0.1293          0.9815      0.9461              0.9353          0.9407
178          6599.7001      0.1576          0.9816      0.9470              0.9353          0.9411
179          6637.2854      0.1097          0.9827      0.9500              0.9391          0.9445
180          6673.5976      0.1332          0.9815      0.9461              0.9353          0.9407
181          6710.9104      0.1360          0.9812      0.9443              0.9353          0.9398
182          6747.9433      0.1144          0.9810      0.9434              0.9353          0.9393
183          6784.4039      0.1197          0.9807      0.9416              0.9353          0.9384
184          6821.6432      0.1255          0.9809      0.9416              0.9363          0.9389
185          6858.2175      0.1062          0.9807      0.9424              0.9343          0.9384
186          6894.3365      0.1070          0.9816      0.9453              0.9372          0.9412
187          6930.2802      0.1181          0.9813      0.9443              0.9363          0.9403
188          6966.9400      0.1183          0.9812      0.9426              0.9372          0.9399
189          7003.2064      0.1025          0.9815      0.9461              0.9353          0.9407
190          7039.7416      0.1297          0.9816      0.9462              0.9363          0.9412
191          7074.5468      0.1342          0.9815      0.9452              0.9363          0.9407
192          7111.4876      0.1122          0.9815      0.9444              0.9372          0.9408
193          7148.3187      0.1275          0.9819      0.9471              0.9372          0.9421
194          7184.7717      0.1088          0.9818      0.9462              0.9372          0.9417
195          7221.7034      0.1211          0.9815      0.9452              0.9363          0.9407
196          7257.7094      0.1118          0.9821      0.9463              0.9391          0.9427
197          7294.3097      0.1290          0.9815      0.9452              0.9363          0.9407
198          7330.9798      0.1314          0.9816      0.9470              0.9353          0.9411
199          7367.2060      0.1099          0.9819      0.9471              0.9372          0.9421
 Accuracy: 0.9805±0.0020
 Precision: 0.9385±0.0082
 Recall: 0.9371±0.0063
 F1: 0.9378±0.0063
